.id,headline,description,source,date
137,How to enable 4G on your BlackBerry 10 smartphone,As I'm sure you all know - 4G is available on all currently released BlackBerry 10 smartphones (barring the Z3 in Asia to be released later this ...,CrackBerry.com,9 Apr 2014
137,"2G, 3G & 4G Mobile Network Subscriptions, Spectrum Licensing ...","2G, 3G & 4G Mobile Network Subscriptions, Spectrum Licensing, Ownership, Infrastructure Contracts & Handset Shipments Database: 2013 - ...",PR Newswire (press release),10 Apr 2014
137,O2 4G LTE Hits A Third Of The UK Population,"UK mobile carrier O2 has announced that their 4G TE coverage has now hit a third of the UK population, and their coverage is now available in ...",Geeky gadgets,11 Apr 2014
137,Sprint's Spark data network fizzles during voice calls,"Sprint's new Spark service, a technical improvement to the 4G LTE service the carrier rolled out more than a year ago, promises its fastest ...",ConsumerReports.org,3 Apr 2014
137,Plintron's LTE MVNE Technology Enables MVNO to be in the 4G ...,"The current roll-out of 4G solution includes HSS (Home Subscriber Server) which helps effective functionalities of mobility management, call ...",PR Newswire (press release),8 Apr 2014
137,Oppo's bringing another LTE phone to the US (and it might just be ...,"The high-style, low-cost phone can now handle 4G data on T-Mobile and, to a limited extent, AT&T. It should also run quickly on Canadian ...",Engadget,11 Apr 2014
137,Darpa Turns Aging Surveillance Drones Into Wi-Fi Hotspots,... gigabyte per second of data — the equivalent of 4G smartphone connectivity — so that soldiers in remote areas will have the same access to ...,Wired,15 Apr 2014
137,Qualcomm's new 64-bit processors: Blurring the lines between ...,"Both chips have built-in 4G LTE and support 802.11ac Wi-Fi, Bluetooth 4.1, USB 3.0, NFC, and Qualcomm IZAT location core. Supporting Cat 6 ...",Network World,10 Apr 2014
137,Landline prices rise by 38% in five years,"Try 4G: 4G mobile broadband is still fairly new, but it offers connection speeds that can outpace fixed line rivals, says broadbandchoices.co.uk.",The Guardian,11 Apr 2014
137,What's the simplest way to get a really non-technical person online?,"Of course, there are many more wi-fi tablets that don't have built-in 3G/4G phone connections, and they are cheaper. Your sister-in-law could ...",The Guardian,4 Apr 2014
138,"Pakistan spectrum auction nets USD1.1bn, Zong secures only 4G ...","Pakistan has completed the long-awaited auction of third- and fourth-generation (3G and 4G) concessions, awarding 3G licences to Mobilink, ...",TeleGeography,24 Apr 2014
138,EE's slow killing of Orange and T-Mobile shows it's ready to bet big ...,"While Orange and T-Mobile used to be large, established names in their own right, 4G darling EE has understandably become by far the most ...",Engadget,21 Apr 2014
138,"Multi-band 4G spectrum won by Si.Mobil, Telekom Slovenije, Tusmobil",Mobil separately announced after the auction result that it plans to cover 50% of the population with 4G LTE services by the end of this year.,TeleGeography,29 Apr 2014
138,EE phases out Orange brand in UK,"When the time came to invest billions in a brand new 4G network, there was a branding dilemma. T-Mobile's success was largely based on ...",The Guardian,18 Apr 2014
138,US Cellular 4G LTE Router cuts the cable cord,"US Cellular has outed a new 4G home router, offering LTE connectivity for those who perhaps aren't served by traditional DSL or cable ...",SlashGear,22 Apr 2014
138,AT&T Building an In-Flight 4G LTE Network,"Watch out, GoGo – you're about to get some serious, big name competition. AT&T plans to launch the first high-speed, 4G LTE-based ...",Techlicious (blog),29 Apr 2014
138,"OPPO R1S Announced With 4G LTE, Better Cameras and Faster ...",However there is one major change which the OPPO R1S carries – the device brings across 4G LTE connectivity thanks to OPPO making the ...,Android Headlines,Android News
138,Taiwan Star Cellular to take 100% stake in Vibo Telecom via stock ...,"With Taiwan Star Cellular aiming to launch commercial 4G services in the third quarter of this year, it is understood that Vibo will initially ...",TeleGeography,29 Apr 2014
138,4G Wines : Most Expensive South African Wine Screaming to be Eagle,"Apr 19: In a country that started making wines 355 years ago and is still known for value-for-money wines, 5 years is like a blink of an eye but ...",Indian Wine Academy,18 Apr 2014
138,China Telecom Earnings Preview: Rising Competition Likely To ...,"However, the company's growth started to slow down towards the end of 2013 in the wake of increased competition in the 3G/4G market. In fact ...",Forbes,28 Apr 2014
